Organization Name,Organization Name URL,Transaction Name,Transaction Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Type,Organization Industries,Announced Date,Lead Investors,Investor Names,Funding Stage,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Funding Rounds,Organization Location,Year,Organization Name Modified,id,name modified,url,stagename,Time Since Announced,Month,Classification
HandOver,https://www.crunchbase.com/organization/handover,Seed Round - HandOver,https://www.crunchbase.com/funding_round/handover-seed--f1286a99,3155000.0,BRL,651212.0,Seed,"E-Commerce, Internet, Logistics, Mobile Apps, Retail, Software",2021-01-01,,,Seed,1700000.0,BRL,327338.0,,,,Yes,"We are a logistic startup that through smart lockers, help companies to deliver products fast, less expensive and in a sustainable way.",,oihandover.com,Less than $1M,,3,"São Paulo, Sao Paulo, Brazil, South America",2021,handover,10295.0,handover,oihandover.com,Discard,1336,1,Indefinido
Captei,https://www.crunchbase.com/organization/captei-6580,Pre Seed Round - Captei,https://www.crunchbase.com/funding_round/captei-6580-pre-seed--9e826729,7950000.0,BRL,1622998.0,Pre-Seed,"Business Intelligence, Real Estate, SaaS, Software",2021-01-01,ACE Ventures,ACE Ventures,Seed,450000.0,BRL,86648.0,6500000.0,BRL,1251588.0,Yes,"Real estate capture and fundraising platform with smart search for ads and owners, CRM for real estate capture and agency.",,captei.com.br,,Seed,2,"Florianópolis, Santa Catarina, Brazil, South America",2021,captei,11245.0,captei,captei.com.br,Portfolio,1336,1,Portfolio
Responde Ai,https://www.crunchbase.com/organization/responde-ai,Venture Round - Responde Ai,https://www.crunchbase.com/funding_round/responde-ai-series-unknown--9caf93fd,,USD,,Venture - Series Unknown,"Artificial Intelligence (AI), E-Learning, Education, Internet, Software",2021-01-01,,Beta Ventures,,,,,,,,Yes,Responde Ai is an online platform that helps college students optimize studies and have better test scores.,,respondeai.com.br,Less than $1M,Seed,3,"Rio De Janeiro, Rio de Janeiro, Brazil, South America",2021,respondeai,18179.0,respondeai,,Registered,1336,1,Nao tivemos acesso
iRancho,https://www.crunchbase.com/organization/irancho,Seed Round - iRancho,https://www.crunchbase.com/funding_round/irancho-seed--75337fbe,2106120.0,USD,2106120.0,Seed,"Agriculture, AgTech, Farming, Information Technology, Livestock, SaaS, Software",2021-01-01,,BR Angels,Seed,274000.0,USD,274000.0,,,,Yes,iRancho is the easiest and most complete ranch management platform with the best customer service,,irancho.com,$1M to $10M,,3,"Goiânia, Goias, Brazil, South America",2021,irancho,20044.0,irancho,irancho.com.br,Discard,1336,1,Pendente Classificação
CARIUMA,https://www.crunchbase.com/organization/cariuma,Seed Round - CARIUMA,https://www.crunchbase.com/funding_round/cariuma-seed--806b1950,29500000.0,USD,29500000.0,Seed,"E-Commerce, Fashion, Shoes",2021-01-01,,Exor Ventures,Seed,,,,,,,Yes,CARIUMA is a direct-to-consumer sneaker brand made from natural materials.,,cariuma.com,$10M to $50M,,4,"Rio, Rio de Janeiro, Brazil, South America",2021,cariuma,,,,Nao tivemos acesso,1336,1,Nao tivemos acesso
Mottu,https://www.crunchbase.com/organization/mottu,Series A - Mottu,https://www.crunchbase.com/funding_round/mottu-series-a--4a00e96e,112000000.0,USD,112000000.0,Series A,"Automotive, Big Data, Car Sharing, Information Technology, Last Mile Transportation, Rental, Transportation",2021-01-01,Tiger Global Management,Tiger Global Management,Early Stage Venture,20000000.0,USD,20000000.0,,,,Yes,Mottu is a motorcycle rental startup that enables gig workers to work for logistic and food delivery apps.,,mottu.com.br,,Late Stage Venture,6,"São Paulo, Sao Paulo, Brazil, South America",2021,mottu,9726.0,mottu,mottu.com.br,Discard,1336,1,Falso Negativo
Gauge,https://www.crunchbase.com/organization/gauge-ddb7,Venture Round - Gauge,https://www.crunchbase.com/funding_round/gauge-ddb7-series-unknown--7637914a,,USD,,Venture - Series Unknown,"Advertising, Business Development, Consulting, Digital Marketing, Market Research, Marketing, UX Design",2021-01-01,,Bossanova Investimentos,,,,,,,,Yes,"Gauge combines marketing and technology to offers a variety of services that help connect people, create experiences and boost businesses.",,gauge.digital,,,1,"São Paulo, Sao Paulo, Brazil, South America",2021,gauge,,,,Nao tivemos acesso,1336,1,Nao tivemos acesso
Kimera Biotecnologia,https://www.crunchbase.com/organization/kimera-biotechnology,Seed Round - Kimera Biotecnologia,https://www.crunchbase.com/funding_round/kimera-biotechnology-seed--65851d5c,77000.0,USD,77000.0,Seed,"Biotechnology, Manufacturing, Medical",2021-01-01,,BiotechTown,Seed,77000.0,USD,77000.0,,,,Yes,Kimera Biotecnologia specializes in developing the best animal reproduction products on the market.,,kimerabiotecnologia.com,,Seed,1,"Ribeirão Prêto, Minas Gerais, Brazil, South America",2021,kimerabiotecnologia,,,,Nao tivemos acesso,1336,1,Nao tivemos acesso
iBeac,https://www.crunchbase.com/organization/ibeac,Grant - iBeac,https://www.crunchbase.com/funding_round/ibeac-grant--a4fbc217,,USD,,Grant,"Communities, Non Profit",2021-01-01,,Imaginable Futures,,,,,,,,No,"iBeac has been to value and promote, transform individuals, groups and territories from the perspective of human rights",,ibeac.org.br,,,1,"São Paulo, Sao Paulo, Brazil, South America",2021,ibeac,,,,Nao tivemos acesso,1336,1,Nao tivemos acesso
Tripsz,https://www.crunchbase.com/organization/tripsz,Pre Seed Round - Tripsz,https://www.crunchbase.com/funding_round/tripsz-pre-seed--9c3aa976,63000.0,USD,63000.0,Pre-Seed,Travel,2021-01-02,,,Seed,43000.0,USD,43000.0,577000000.0,USD,577000000.0,Yes,Tripsz is a marketplace for group experiences and tours connecting travel agencies with travelers.,,tripsz.com.br,,Seed,2,"São Paulo, Sao Paulo, Brazil, South America",2021,tripsz,20037.0,tripsz,tripsz.com.br,Zero,1335,1,Em análise
Simplicity Solutions,https://www.crunchbase.com/organization/simplicity-solutions,Series A - Simplicity Solutions,https://www.crunchbase.com/funding_round/simplicity-solutions-series-a--cc68b9d8,150000.0,USD,150000.0,Series A,,2021-01-02,,,Early Stage Venture,150000.0,USD,150000.0,,,,Yes,SimplicityAI Solutions is an innovative company focused on simplifying everyday life through the application of Artificial Intelligence.,,simplicitysolutionseai.com,,Early Stage Venture,1,"Rio, Rio de Janeiro, Brazil, South America",2021,simplicitysolutions,,,,Nao tivemos acesso,1335,1,Nao tivemos acesso
Apepê,https://www.crunchbase.com/organization/apepê,Pre Seed Round - Apepê,https://www.crunchbase.com/funding_round/apepê-pre-seed--78424ab5,400000.0,USD,400000.0,Pre-Seed,"Home Services, Information Technology, Property Management, Real Estate, Software",2021-01-02,Silvio Kozuchowicz,Silvio Kozuchowicz,Seed,400000.0,USD,400000.0,,,,Yes,"Apepê is a residential services platform, focused on the digital experience of living.",,apepe.com,,Seed,1,"São Paulo, Sao Paulo, Brazil, South America",2021,apepê,22068.0,apepê,apepe.com,Zero,1335,1,Em análise
Veroo,https://www.crunchbase.com/organization/veroo-4b6b,Angel Round - Veroo,https://www.crunchbase.com/funding_round/veroo-4b6b-angel--f990a420,202803.0,USD,202803.0,Angel,"E-Commerce, Food and Beverage, Retail",2021-01-02,,FEA Angels,Seed,50000.0,USD,50000.0,,,,Yes,Veroo is a digital native fair trade coffee brand.,,veroo.com.br,Less than $1M,,2,"Ribeirão Prêto, Minas Gerais, Brazil, South America",2021,veroo,18511.0,veroo,veroo.com.br,Zero,1335,1,Em análise
Gama Academy,https://www.crunchbase.com/organization/gama-academy,Seed Round - Gama Academy,https://www.crunchbase.com/funding_round/gama-academy-seed--c3543a94,946317.0,USD,946317.0,Seed,"Digital Marketing, EdTech, Education, Higher Education, Human Resources, Sales, UX Design, Web Development",2021-01-02,,G2 Capital,Seed,,,,,,,Yes,"Gama Academy, a digital skills micro-college for fast learners. We teach coding, design, growth, sales with +90% job placement rate.",,gama.academy,,Seed,3,"São Paulo, Sao Paulo, Brazil, South America",2021,gamaacademy,2313.0,gamaacademy,gama.academy,Discard,1335,1,Indefinido
Frexco,https://www.crunchbase.com/organization/frexco,Angel Round - Frexco,https://www.crunchbase.com/funding_round/frexco-angel--35372190,20000.0,USD,20000.0,Angel,AgTech,2021-01-02,,"FEA Angels, Guilherme Weege, Rafael Duton",Seed,20000.0,USD,20000.0,,,,Yes,Frexco connecting rural producers to urban kitchens.,,frexco.com.br,Less than $1M,Seed,2,"São Paulo, Sao Paulo, Brazil, South America",2021,frexco,9827.0,frexco,frexco.com.br,Discard,1335,1,Indefinido
Styme,https://www.crunchbase.com/organization/styme,Seed Round - Styme,https://www.crunchbase.com/funding_round/styme-seed--e5642011,145100.0,USD,145100.0,Seed,"CRM, Customer Service, Information Technology",2021-01-02,,,Seed,55100.0,USD,55100.0,,,,Yes,Styme is an online application for interaction between restaurants and consumers via queue management.,,stymeapp.com,Less than $1M,M&A,2,"São Paulo, Sao Paulo, Brazil, South America",2021,styme,312.0,styme,stymeapp.com,Discard,1335,1,Indefinido
Pink Farms,https://www.crunchbase.com/organization/pink-farms,Seed Round - Pink Farms,https://www.crunchbase.com/funding_round/pink-farms-seed--58631cfd,2307656.0,USD,2307656.0,Seed,"Agriculture, Food and Beverage, Vertical Search",2021-01-02,,"Bossanova Investimentos, SMU Investimentos",Seed,882000.0,USD,882000.0,,,,Yes,Pink Farms creates the perfect environment for growing the most natural and fresh produce you have ever come across.,,pinkfarms.com.br,$1M to $10M,Early Stage Venture,5,"São Paulo, Sao Paulo, Brazil, South America",2021,pinkfarms,15238.0,pinkfarms,pinkfarms.com.br,Discard,1335,1,Indefinido
Egalite,https://www.crunchbase.com/organization/egalitê,Grant - Egalite,https://www.crunchbase.com/funding_round/egalitê-grant--52b1078c,305656.0,USD,305656.0,Grant,"Employment, Human Resources, Recruiting",2021-01-03,,,,225000.0,BRL,43249.0,,,,No,Egalite is a HR Tech especialized in the employment of persons with disabilities,,egalite.com.br,,,5,"Porto Alegre, Rio Grande do Sul, Brazil, South America",2021,egalite,,,,Nao tivemos acesso,1334,1,Nao tivemos acesso
Quiron Digital,https://www.crunchbase.com/organization/quiron-agrodigital,Angel Round - Quiron Digital,https://www.crunchbase.com/funding_round/quiron-agrodigital-angel--83ed9e98,381166.0,USD,381166.0,Angel,"Agriculture, AgTech, Analytics, B2B, Forestry, Government, Software",2021-01-03,,Anjos do Brasil,Seed,750000.0,BRL,144165.0,,,,Yes,Quiron performs remote monitoring of protection that can devastate forests anywhere on the planet.,,quiron.digital,,Seed,2,"Lages, Santa Catarina, Brazil, South America",2021,quirondigital,,,,Nao tivemos acesso,1334,1,Nao tivemos acesso
Lovin Wine,https://www.crunchbase.com/organization/lovin-wine,Seed Round - Lovin Wine,https://www.crunchbase.com/funding_round/lovin-wine-seed--1f4b59e4,1237900.0,USD,1237900.0,Seed,"Retail, Wine And Spirits",2021-01-04,,,Seed,355100.0,USD,355100.0,,,,Yes,Lovin Wine is a canned wine brand that offers premium wines.,,lovinwine.com.br,,Seed,3,"São Geraldo, Minas Gerais, Brazil, South America",2021,lovinwine,,,,Nao tivemos acesso,1333,1,Nao tivemos acesso
Adroit Robotics,https://www.crunchbase.com/organization/adroit-robotics,Seed Round - Adroit Robotics,https://www.crunchbase.com/funding_round/adroit-robotics-seed--00f094e2,812731.0,USD,812731.0,Seed,"Analytics, Big Data, Software",2021-01-04,,,Seed,399500.0,USD,399500.0,,,,Yes,Adroit Robotics develop intelligent software for the integrated management and optimization of productivity in fruit growing.,,adroitrobotics.com,Less than $1M,Seed,3,"São Paulo, Sao Paulo, Brazil, South America",2021,adroitrobotics,5079.0,adroitrobotics,adroitrobotics.com,Cadastro Startup,1333,1,Pendente Classificação
Partyou,https://www.crunchbase.com/organization/partyou,Series A - Partyou,https://www.crunchbase.com/funding_round/partyou-series-a--c41e01ef,7881870.0,USD,7881870.0,Series A,"Finance, Financial Services, Payments",2021-01-04,Banco Bradesco,Banco Bradesco,Early Stage Venture,3000000.0,USD,3000000.0,,,,Yes,"Partyou makes group payments easy and offers pooling money and fundraising to users from friends, family, and colleagues online.",,partyou.com.br,Less than $1M,Seed,3,"São Paulo, Sao Paulo, Brazil, South America",2021,partyou,2099.0,partyou,partyou.com.br,Discard,1333,1,Verdadeiro Negativo
Aegro,https://www.crunchbase.com/organization/aegro-2,Series B - Aegro,https://www.crunchbase.com/funding_round/aegro-2-series-b--50efa8e2,6626829.0,USD,6626829.0,Series B,"Agriculture, Big Data, Internet, SaaS, Software",2021-01-05,,"ADM Venture Capital, SLC Agricola, SP Ventures",Early Stage Venture,2200000.0,USD,2200000.0,,,,Yes,"Aegro provides SaaS for the agricultural production system encompassing financial, productivity, and commercial management.",,aegro.com.br,,Seed,5,"Porto Alegre, Rio Grande do Sul, Brazil, South America",2021,aegro,1333.0,aegro,aegro.com.br,Discard,1332,1,Falso Negativo
ContaÁgil,https://www.crunchbase.com/organization/contaágil,Pre Seed Round - ContaÁgil,https://www.crunchbase.com/funding_round/contaágil-pre-seed--b794ec15,3000000.0,BRL,661138.0,Pre-Seed,"Accounting, Finance, Financial Services",2021-01-05,Alvaro Taiar Jr,"Alvaro Taiar Jr, Bossanova Investimentos, DOMO.VC, Poli Angels, Urca Angels",Seed,1300000.0,BRL,245951.0,5200000.0,BRL,983805.0,Yes,ContaÁgil facilitates and reduces bureaucracy in accounting routines of companies.,,contaagil.com,,Seed,5,"Canoas, Rio Grande do Sul, Brazil, South America",2021,contaágil,2678.0,contaagilcontabilidadeonline,contaagil.com,Portfolio,1332,1,Portfolio
Brota Company,https://www.crunchbase.com/organization/brota-company,Seed Round - Brota Company,https://www.crunchbase.com/funding_round/brota-company-seed--88eeaf3a,3884260.0,USD,3884260.0,Seed,"Agriculture, AgTech, Farming, Pet",2021-01-05,,APEX Partners,Seed,,,,,,,Yes,Brota Company is an agri-tech firm that develops residential technological gardens that enables a sustainable relationship with food.,,brotacompany.com.br,,Early Stage Venture,4,"São Paulo, Sao Paulo, Brazil, South America",2021,brotacompany,17242.0,brota,brotacompany.com.br,Discard,1332,1,Pendente Classificação
QueroQuitar,https://www.crunchbase.com/organization/quero-quitar,Series A - QueroQuitar,https://www.crunchbase.com/funding_round/quero-quitar-series-a--fe29d05d,23840000.0,BRL,5306895.0,Series A,"Credit, Debt Collections, Finance, Financial Services, FinTech",2021-01-05,,Altamira,Early Stage Venture,15000000.0,BRL,2837899.0,105000000.0,BRL,19865294.0,Yes,Quero Quitar is a marketplace of debt negotiating,,queroquitar.com.br,,Early Stage Venture,6,"São Paulo, Sao Paulo, Brazil, South America",2021,queroquitar,15062.0,queroquitar,,Registered,1332,1,Falso Negativo
QueroQuitar,https://www.crunchbase.com/organization/quero-quitar,Series A - QueroQuitar,https://www.crunchbase.com/funding_round/quero-quitar-series-a--fe29d05d,23840000.0,BRL,5306895.0,Series A,"Credit, Debt Collections, Finance, Financial Services, FinTech",2021-01-05,,Altamira,Early Stage Venture,15000000.0,BRL,2837899.0,105000000.0,BRL,19865294.0,Yes,Quero Quitar is a marketplace of debt negotiating,,queroquitar.com.br,,Early Stage Venture,6,"São Paulo, Sao Paulo, Brazil, South America",2021,queroquitar,61.0,queroquitar,queroquitar.com.br,Discard,1332,1,Falso Negativo
ContaÁgil,https://www.crunchbase.com/organization/contaágil,Pre Seed Round - ContaÁgil,https://www.crunchbase.com/funding_round/contaágil-pre-seed--b794ec15,3000000.0,BRL,661138.0,Pre-Seed,"Accounting, Finance, Financial Services",2021-01-05,Alvaro Taiar Jr,"Alvaro Taiar Jr, Bossanova Investimentos, DOMO.VC, Poli Angels, Urca Angels",Seed,1300000.0,BRL,245951.0,5200000.0,BRL,983805.0,Yes,ContaÁgil facilitates and reduces bureaucracy in accounting routines of companies.,,contaagil.com,,Seed,5,"Canoas, Rio Grande do Sul, Brazil, South America",2021,contaágil,16157.0,contaágil,contaagil.com,Registered,1332,1,Nao tivemos acesso
Osalim Agribusiness,https://www.crunchbase.com/organization/osalim-agribusiness,Seed Round - Osalim Agribusiness,https://www.crunchbase.com/funding_round/osalim-agribusiness-seed--ae89f3f3,200000.0,BRL,38633.0,Seed,"Agriculture, AgTech, B2B, Software",2021-01-06,,,Seed,,,,,,,Yes,Osalim's Bbroker is a platform for trading agricultural commodities and inputs digitally.,,osalim.com.br,,Seed,2,"Pinhais, Minas Gerais, Brazil, South America",2021,osalimagribusiness,3649.0,bbroker-osalimagribusiness,osalim.com.br,P.Comitê 01,1331,1,Em análise
AgroPago,https://www.crunchbase.com/organization/acerto-fácil,Seed Round - AgroPago,https://www.crunchbase.com/funding_round/acerto-fácil-seed--ffa658c3,388519.0,USD,388519.0,Seed,"Financial Services, FinTech, Payments",2021-01-06,,,Seed,50000.0,USD,50000.0,,,,Yes,An online payment platform for rural products and services.,,acertofacil.com.br,,Seed,3,"Porto Alegre, Rio Grande do Sul, Brazil, South America",2021,agropago,22008.0,agropago,agropago.com.br,Opportunity,1331,1,Em análise
Agrolend,https://www.crunchbase.com/organization/agrolend,Pre Seed Round - Agrolend,https://www.crunchbase.com/funding_round/agrolend-pre-seed--3351ff8e,106880232.0,USD,106880232.0,Pre-Seed,"AgTech, Financial Services, FinTech",2021-01-06,,Azor Barros,Seed,,,,,,,Yes,"Agrolend provides credit for Brazilian farmers with an easy, digital and bureaucracy-free process",,agrolend.agr.br,$1M to $10M,Early Stage Venture,9,"São Paulo, Sao Paulo, Brazil, South America",2021,agrolend,17819.0,agrolend,,Discard,1331,1,Falso Negativo
